7.100000000000000000e+01,5.797781306673918111e-01
7.200000000000000000e+01,5.532756271782119928e-01
7.300000000000000000e+01,5.285330240757212250e-01
7.400000000000000000e+01,5.114226269196474606e-01
7.500000000000000000e+01,4.906797188330783710e-01
7.600000000000000000e+01,4.649874555449217128e-01
7.700000000000000000e+01,4.410773370348390343e-01
7.800000000000000000e+01,4.169088937337107614e-01
7.900000000000000000e+01,3.862807750178098298e-01
8.000000000000000000e+01,3.588772762271622563e-01
8.100000000000000000e+01,3.332581331076377440e-01
8.200000000000000000e+01,3.063639373839415758e-01
8.300000000000000000e+01,2.788644165428461053e-01
8.400000000000000000e+01,2.531848774645875100e-01
8.500000000000000000e+01,2.257898316030810815e-01
8.600000000000000000e+01,1.927855297250012923e-01
8.700000000000000000e+01,1.685757452415821145e-01
8.800000000000000000e+01,1.420576249883375719e-01
8.900000000000000000e+01,1.131347870383658388e-01
9.000000000000000000e+01,7.907495876868293749e-02
9.100000000000000000e+01,5.236505382000197772e-02
9.200000000000000000e+01,2.321170635723115994e-02
9.300000000000000000e+01,-2.420694460706647455e-03
9.400000000000000000e+01,-3.334064890167862810e-02
9.500000000000000000e+01,-6.691071116553966303e-02
9.600000000000000000e+01,-9.960515653962259686e-02
9.700000000000000000e+01,-1.322337024227570046e-01
9.800000000000000000e+01,-1.683682465691862529e-01
9.900000000000000000e+01,-1.991785627478825371e-01
1.000000000000000000e+02,-2.316585412546829925e-01
1.010000000000000000e+02,-2.644469541554387848e-01
1.020000000000000000e+02,-3.045630211545846122e-01
1.030000000000000000e+02,-3.368386970431602179e-01
1.040000000000000000e+02,-3.743362176164922728e-01
1.050000000000000000e+02,-4.086255594855262019e-01
1.060000000000000000e+02,-4.392226005180066006e-01
1.070000000000000000e+02,-4.672936954190896053e-01
1.080000000000000000e+02,-4.939505003167494190e-01
1.090000000000000000e+02,-5.220749709706062891e-01
1.100000000000000000e+02,-5.371829236928543638e-01
1.110000000000000000e+02,-5.560885430380673178e-01
1.120000000000000000e+02,-5.693371941846256945e-01
1.130000000000000000e+02,-5.876964123655319394e-01
1.140000000000000000e+02,-6.064494094785689571e-01
1.150000000000000000e+02,-6.265868380711098196e-01
1.160000000000000000e+02,-6.356103186722595888e-01
1.170000000000000000e+02,-6.381837073117873071e-01
1.180000000000000000e+02,-6.395283203579448239e-01
1.190000000000000000e+02,-6.434568607417325836e-01
1.200000000000000000e+02,-6.375263209122029595e-01
1.210000000000000000e+02,-6.336784471205113567e-01
1.220000000000000000e+02,-6.340569406663476570e-01
1.230000000000000000e+02,-6.345935362311355687e-01
1.240000000000000000e+02,-6.362685053814065572e-01
1.250000000000000000e+02,-6.376332485271005712e-01
1.260000000000000000e+02,-6.270323391133472146e-01
1.270000000000000000e+02,-6.143283671284045511e-01
