0.000000000000000000e+00,-6.431935414205518509e-01
1.000000000000000000e+00,-6.404261724612695383e-01
2.000000000000000000e+00,-6.394390872583131102e-01
3.000000000000000000e+00,-6.316339358815187266e-01
4.000000000000000000e+00,-6.250641973680243213e-01
5.000000000000000000e+00,-6.136439619917192223e-01
6.000000000000000000e+00,-5.925237355524632932e-01
7.000000000000000000e+00,-5.720563214056588741e-01
8.000000000000000000e+00,-5.510986436277227618e-01
9.000000000000000000e+00,-5.310369637390178754e-01
1.000000000000000000e+01,-5.117112104952036278e-01
1.100000000000000000e+01,-4.948590804329961457e-01
1.200000000000000000e+01,-4.719671639522592943e-01
1.300000000000000000e+01,-4.497591682143706748e-01
1.400000000000000000e+01,-4.259350117731748320e-01
1.500000000000000000e+01,-3.972642767598408842e-01
1.600000000000000000e+01,-3.715295759778491913e-01
1.700000000000000000e+01,-3.432162794697643515e-01
1.800000000000000000e+01,-3.206359595279643093e-01
1.900000000000000000e+01,-2.924516103600162120e-01
2.000000000000000000e+01,-2.692521292158571722e-01
2.100000000000000000e+01,-2.402362407851713899e-01
2.200000000000000000e+01,-2.138417689239624497e-01
2.300000000000000000e+01,-1.887161967751546932e-01
2.400000000000000000e+01,-1.658458241188576487e-01
2.500000000000000000e+01,-1.339488524490752008e-01
2.600000000000000000e+01,-1.028994047323028710e-01
2.700000000000000000e+01,-7.558988688305667836e-02
2.800000000000000000e+01,-4.870776557975117077e-02
2.900000000000000000e+01,-2.601938642823975814e-02
3.000000000000000000e+01,2.973035561271004240e-03
3.100000000000000000e+01,4.245199454491180996e-02
3.200000000000000000e+01,7.705698142345446255e-02
3.300000000000000000e+01,1.072388170121107986e-01
3.400000000000000000e+01,1.390938711641535874e-01
3.500000000000000000e+01,1.704414179507172389e-01
3.600000000000000000e+01,2.077828653142088366e-01
3.700000000000000000e+01,2.482213156225678286e-01
3.800000000000000000e+01,2.881433449259473978e-01
3.900000000000000000e+01,3.256576070764412023e-01
4.000000000000000000e+01,3.620389622276384833e-01
4.100000000000000000e+01,3.992624125262076995e-01
4.200000000000000000e+01,4.435629727321052096e-01
4.300000000000000000e+01,4.807016192458165027e-01
4.400000000000000000e+01,5.118948187079489509e-01
4.500000000000000000e+01,5.414167103479753385e-01
4.600000000000000000e+01,5.612833433076830358e-01
4.700000000000000000e+01,5.728176285349040331e-01
4.800000000000000000e+01,5.887133226057551516e-01
4.900000000000000000e+01,6.043189350612568900e-01
5.000000000000000000e+01,6.140439446439541760e-01
5.100000000000000000e+01,6.331942305567254126e-01
5.200000000000000000e+01,6.472205437460719635e-01
5.300000000000000000e+01,6.491329487454897684e-01
5.400000000000000000e+01,6.484092479664588238e-01
5.500000000000000000e+01,6.551466517406704382e-01
5.600000000000000000e+01,6.600442747173439484e-01
5.700000000000000000e+01,6.588022878368265944e-01
5.800000000000000000e+01,6.594135349172052241e-01
5.900000000000000000e+01,6.626318644378077494e-01
6.000000000000000000e+01,6.686126428734240346e-01
6.100000000000000000e+01,6.670623515156188788e-01
6.200000000000000000e+01,6.702686326597919741e-01
6.300000000000000000e+01,6.623664896813309388e-01
6.400000000000000000e+01,6.587030146925688667e-01
6.500000000000000000e+01,6.590596401414218208e-01
6.600000000000000000e+01,6.562211900290592093e-01
6.700000000000000000e+01,6.513960441142454538e-01
6.800000000000000000e+01,6.420970315691529873e-01
6.900000000000000000e+01,6.214986227978217537e-01
7.000000000000000000e+01,6.039254347479163787e-01
